DOI	Publication Date	Publication Year	Journal	'Research Article' or 'non-Research Article'?	Article Title	Citations - CrossRef	Citations - PubMed Central	Citations - Scopus	Total HTML Page Views	Total PDF Downloads	Total XML Downloads	Combined Usage (HTML + PDF + XML)	Blog Coverage - Postgenomic	Blog Coverage - Nature Blogs	Blog Coverage - Bloglines	Blog Coverage - ResearchBlogging.org	Number of Trackbacks	Social Bookmarking - CiteULike	Social Bookmarking - Connotea	Number of Ratings	Average Rating	Number of Note threads	Number of replies to Notes	Number of Comment threads	Number of replies to Comments	Number of 'Star Ratings' that also include a text comment
10.1371/journal.pbio.0020032	38006	2004	PLoS Biology	non RA	Protein Essential for Malarial Parasite to Reach and Infect Liver Cells	2	0	0	2102	112	37	2251	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020033	38006	2004	PLoS Biology	non RA	Evolution of Primate Sense of Smell and Full Trichromatic Color Vision	0	0	0	8183	485	54	8722	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020034	37970	2003	PLoS Biology	non RA	?Suicide? Proteins Contribute to Sperm Creation	0	0	0	2223	88	30	2341	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020035	38034	2004	PLoS Biology	non RA	Cracking the Polyketide Code	2	2	5	5599	599	33	6231	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020036	38034	2004	PLoS Biology	RA	Treatment of Terminal Peritoneal Carcinomatosis by a Transducible p53-Activating Peptide	25	6	64	10686	790	46	11522	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020037	38006	2004	PLoS Biology	non RA	Brain Activity during Slow-Wave Sleep Points to Mechanism for Memory	0	0	0	6202	327	39	6568	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020038	38006	2004	PLoS Biology	non RA	Researchers Add to Proteomics Toolbox	0	0	0	1528	54	33	1615	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020039	37999	2004	PLoS Biology	non RA	Gene Expression Signature of a Fibroblast Serum Response Predicts Cancer Progression	0	0	0	4173	244	42	4459	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020040	38034	2004	PLoS Biology	non RA	Tumour Suppressor Genes?One Hit Can Be Enough	3	0	6	3564	232	40	3836	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020041	38034	2004	PLoS Biology	non RA	T-Cell Differentiation and Progression of HIV Infection	0	0	0	7182	240	46	7468	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020042	38062	2004	PLoS Biology	non RA	Identifying Protein Function?A Call for Community Action	12	18	48	5224	382	39	5645	0	0	5	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020043	38062	2004	PLoS Biology	non RA	The Strange Case of the Armored Scale Insect and Its Bacteriome	2	0	3	7938	325	41	8304	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020044	38034	2004	PLoS Biology	RA	The Effect of Learning on the Function of Monkey Extrastriate Visual Cortex	9	2	50	4674	533	58	5265	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020045	38034	2004	PLoS Biology	RA	Learning-Induced Improvement in Encoding and Decoding of Specific Movement Directions by Neurons in the Primary Motor Cortex	3	1	22	3350	383	34	3767	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020046	38034	2004	PLoS Biology	non RA	What Causes Stuttering?	4	2	16	20733	1427	79	22239	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020047	38034	2004	PLoS Biology	non RA	Dissecting the Urge to Create	0	0	0	2116	94	37	2247	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020048	38034	2004	PLoS Biology	non RA	Quality Information for Improved Health	3	0	0	3198	71	41	3310	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020049	38034	2004	PLoS Biology	RA	Design and Diversity in Bacterial Chemotaxis: A Comparative Study in Escherichia coli and Bacillus subtilis	14	13	40	7712	1097	50	8859	0	0	0	0	0	7	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020050	38062	2004	PLoS Biology	RA	"A Spontaneous, Recurrent Mutation in Divalent Metal Transporter-1 Exposes a Calcium Entry Pathway"	5	4	27	3664	418	43	4125	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020051	38034	2004	PLoS Biology	non RA	Mutation Rates and Gene Location: Some Like It Hot	0	0	0	3038	125	29	3192	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020052	38034	2004	PLoS Biology	non RA	A New Trade Framework for Global Healthcare R&amp;D	9	3	16	9829	1212	61	11102	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020053	38034	2004	PLoS Biology	non RA	New Antibiotics?Resistance Is Futile	0	0	0	15104	735	62	15901	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020054	38034	2004	PLoS Biology	non RA	World on Fire	0	0	0	5106	212	37	5355	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020055	38062	2004	PLoS Biology	RA	Preferential Duplication of Conserved Proteins in Eukaryotic Genomes	12	18	54	4289	609	41	4939	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020056	38034	2004	PLoS Biology	non RA	Engineering Bacteria to Make ?Unnatural? Natural Drugs	0	0	0	3065	87	42	3194	0	0	8	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020057	38062	2004	PLoS Biology	RA	No Evidence of Neandertal mtDNA Contribution to Early Modern Humans	47	20	98	28981	2983	106	32070	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020058	38034	2004	PLoS Biology	non RA	Activating p53 in Cancer Cells with Protein Therapy Shows Preclinical Promise	0	0	0	3644	259	54	3957	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020059	38034	2004	PLoS Biology	non RA	A New Breast Cancer Model	1	0	0	3692	249	33	3974	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020060	38034	2004	PLoS Biology	non RA	"When Monkeys Learn Directional Tasks, Neurons Learn Too"	0	0	0	1225	47	28	1300	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020061	38034	2004	PLoS Biology	non RA	Diverse Signals Establish the Left-Right Body Axis	0	0	0	1924	56	31	2011	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020062	38034	2004	PLoS Biology	non RA	Learning to Discern Images Modifies Neural Activity	0	0	0	2478	36	31	2545	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020063	38034	2004	PLoS Biology	non RA	PLoS Medicine	0	0	0	10704	63	37	10804	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020064	38062	2004	PLoS Biology	non RA	Taste Perception: Cracking the Code	2	0	4	31484	1081	127	32692	1	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pbio.0020065	38062	2004	PLoS Biology	RA	Interaction Networks in Yeast Define and Enumerate the Signaling Steps of the Vertebrate Aryl Hydrocarbon Receptor	4	2	13	5134	314	44	5492	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020066	38034	2004	PLoS Biology	non RA	Comparing the Networks that Power Bacterial Chemotaxis	0	0	0	1584	96	27	1707	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020067	38062	2004	PLoS Biology	non RA	"The DNA Story, Part III"	0	0	0	2908	107	37	3052	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020068	38062	2004	PLoS Biology	non RA	Endosymbiosis: Lessons in Conflict Resolution	9	5	18	9728	1158	55	10941	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020069	38062	2004	PLoS Biology	RA	Phylogenomics of the Reproductive Parasite Wolbachia pipientis wMel: A Streamlined Genome Overrun by Mobile Genetic Elements	57	63	180	18869	1426	69	20364	6	0	0	0	0	5	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020070	38062	2004	PLoS Biology	non RA	A Single Mutation Transforms an Iron Transporter into an Ion Channel	0	0	0	2515	140	36	2691	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020071	38062	2004	PLoS Biology	non RA	Evolution for the Next Generation	0	0	0	3111	216	34	3361	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020072	38062	2004	PLoS Biology	non RA	NCEAS: Promoting Creative Collaborations	1	0	1	1314	75	34	1423	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020073	38062	2004	PLoS Biology	non RA	Protein Nanomachines	1	0	0	6083	442	61	6586	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020074	38006	2004	PLoS Biology	non RA	A DNA-Binding Protein Helps Repair Breaks in DNA Double Helix	13	0	0	2753	150	41	2944	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020075	38062	2004	PLoS Biology	RA	Circulation and Chemotaxis of Fetal Hematopoietic Stem Cells	14	7	44	8037	963	53	9053	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020076	38062	2004	PLoS Biology	non RA	Genome Sequence of the Intracellular Bacterium Wolbachia	1	0	1	4470	398	45	4913	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020077	38062	2004	PLoS Biology	RA	Perceptual ?Read-Out? of Conjoined Direction and Disparity Maps in Extrastriate Area MT	6	4	18	2763	310	40	3113	0	0	0	0	0	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020078	38062	2004	PLoS Biology	RA	N-Terminal Phosphorylation of the Dopamine Transporter Is Required for Amphetamine-Induced Efflux	22	9	61	4787	473	40	5300	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020079	38062	2004	PLoS Biology	RA	Extensive Association of Functionally and Cytotopically Related mRNAs with Puf Family RNA-Binding Proteins in Yeast	48	54	149	9706	1909	65	11680	1	0	0	0	0	1	2	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020080	38062	2004	PLoS Biology	non RA	Neandertals Likely Kept Their Genes to Themselves	0	0	0	5787	199	41	6027	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020081	38090	2004	PLoS Biology	RA	Segmentally Variable Genes:A New Perspective on Adaptation	0	3	7	3813	432	54	4299	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020082	38062	2004	PLoS Biology	non RA	mRNA Targets of RNA-Binding Proteins Suggest an Extensive System for Post-Transcriptional Regulation	0	0	0	3826	427	58	4311	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020083	38062	2004	PLoS Biology	non RA	Tracking Blood-Forming Stem Cells through Development	0	0	0	2267	89	36	2392	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020084	38062	2004	PLoS Biology	non RA	Conserved Genes Preferentially Duplicated in Evolution	0	0	0	2251	87	36	2374	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020085	38062	2004	PLoS Biology	non RA	A Holistic Approach to Evaluating Cellular Communication Pathways	1	0	0	2323	73	44	2440	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020086	38069	2004	PLoS Biology	RA	Dissection and Design of Yeast Prions	16	22	53	13318	981	61	14360	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020087	38062	2004	PLoS Biology	non RA	A Mechanism for Amphetamine-Induced Dopamine Overload	0	0	0	3103	138	41	3282	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020088	38062	2004	PLoS Biology	non RA	Microstimulation of Neurons Distinguishes Neural Contribution to Perception	0	0	0	1616	65	38	1719	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020089	38062	2004	PLoS Biology	#N/A	Corrections: The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway	1	0	0	1537	109	36	1682	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020090	38090	2004	PLoS Biology	RA	Mimotopes for Alloreactive and Conventional T Cells in a Peptide?MHC Display Library	7	4	21	3333	376	40	3749	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020091	38090	2004	PLoS Biology	RA	Activation of Arp2/3 Complex: Addition of the First Subunit of the New Filament by a WASP Protein Triggers Rapid ATP Hydrolysis on Arp2	10	10	22	3290	422	40	3752	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020092	38118	2004	PLoS Biology	RA	"Neural Induction in Xenopus: Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, ?-Catenin, and Cerberus"	15	7	53	7301	1103	58	8462	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020093	38069	2004	PLoS Biology	non RA	Artificial Prions Created from Portable Control Elements	0	0	0	2707	100	38	2845	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020094	38090	2004	PLoS Biology	non RA	?Mosaic? Genes Highlight Forces of Genome Diversity and Adaptation	1	0	0	1574	74	31	1679	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020095	38027	2004	PLoS Biology	RA	A Nuclear Function for Armadillo/?-Catenin	9	13	38	6505	559	46	7110	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020096	38090	2004	PLoS Biology	RA	Calcium Dynamics of Cortical Astrocytic Networks In Vivo	26	11	84	6878	1345	71	8294	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020097	38090	2004	PLoS Biology	RA	Neural Activity When People Solve Verbal Problems with Insight	23	1	92	33690	2641	123	36454	1	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020098	38041	2004	PLoS Biology	RA	Sequence-Specific Inhibition of Small RNA Function	83	60	203	18287	3188	82	21557	1	0	0	0	0	4	3	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020099	38090	2004	PLoS Biology	non RA	Avoiding URL Reference Degradation in Scientific Publications	1	2	2	2702	113	54	2869	0	0	0	0	0	0	0	0	0.0	0	0	2	0	0
10.1371/journal.pbio.0020100	38090	2004	PLoS Biology	non RA	The Cytoskeleton In Vivo	0	0	0	3261	240	34	3535	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020101	38090	2004	PLoS Biology	non RA	Peace Lessons from an Unlikely Source	1	0	1	12155	934	59	13148	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020102	38027	2004	PLoS Biology	non RA	Wnt Signaling Relies on Nuclear Armadillo	1	0	0	2864	64	34	2962	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020103	38090	2004	PLoS Biology	non RA	A Mechanism for Adding the First Link in a Nascent Actin Filament Chain	0	0	0	1026	38	35	1099	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020104	38041	2004	PLoS Biology	RA	Genetic and Functional Diversification of Small RNA Pathways in Plants	149	121	397	18152	3964	105	22221	0	0	0	0	0	4	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020105	38090	2004	PLoS Biology	non RA	Who Pays for Open Access?	0	1	1	6873	311	53	7237	0	0	0	0	0	0	0	0	0.0	0	0	1	1	0
10.1371/journal.pbio.0020106	38090	2004	PLoS Biology	RA	A Pacific Culture among Wild Baboons: Its Emergence and Transmission	9	2	25	21468	2022	80	23570	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020107	38041	2004	PLoS Biology	non RA	Small RNA Pathways in Plants	0	0	0	2665	279	35	2979	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020108	38090	2004	PLoS Biology	RA	Semi-Supervised Methods to Predict Patient Survival from Gene Expression Data	26	23	101	8429	1332	67	9828	0	0	0	0	0	6	1	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020109	38076	2004	PLoS Biology	RA	The Genetic Architecture of Parallel Armor Plate Reduction in Threespine Sticklebacks	48	9	90	6580	975	51	7606	0	0	0	0	0	1	1	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020110	38118	2004	PLoS Biology	RA	Mre11 Assembles Linear DNA Fragments into DNA Damage Signaling Complexes	25	17	62	5272	613	50	5935	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020111	38090	2004	PLoS Biology	non RA	Neural Basis of Solving Problems with Insight	0	0	0	21286	503	41	21830	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020112	38090	2004	PLoS Biology	non RA	When Food Kills	0	0	0	2071	101	35	2207	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020113	38090	2004	PLoS Biology	non RA	Troubled Waters: The Future of Global Fisheries	3	0	3	6171	684	48	6903	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020114	38041	2004	PLoS Biology	non RA	Exploring Small RNA Function	0	0	0	2904	143	35	3082	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020115	38090	2004	PLoS Biology	non RA	A Window into the Brain Demonstrates the Importance of Astrocytes	0	0	0	1466	91	33	1590	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020116	38051	2004	PLoS Biology	non RA	Reason as Our Guide	7	6	14	21323	444	52	21819	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020117	38090	2004	PLoS Biology	non RA	Phage Display Libraries Identify T Cells	0	0	0	1765	120	45	1930	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020118	38090	2004	PLoS Biology	non RA	Predicting Cancer Patient Survival with Gene Expression Data	1	0	0	2970	249	42	3261	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020119	38090	2004	PLoS Biology	non RA	Evaluating Disease Trends in Marine Ecosystems	0	0	0	1961	174	35	2170	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020120	38090	2004	PLoS Biology	RA	The Elusive Baseline of Marine Disease: Are Diseases in Ocean Ecosystems Increasing?	14	0	70	8588	1470	66	10124	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020121	38090	2004	PLoS Biology	non RA	Chronic Wasting Disease?Prion Disease in the Wild	1	0	3	5867	377	59	6303	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020122	38090	2004	PLoS Biology	non RA	A Wee Lesson in Science Communication	0	0	0	2248	181	38	2467	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020123	38153	2004	PLoS Biology	RA	Topology and Robustness in the Drosophila Segment Polarity Network	20	15	60	5060	891	51	6002	0	0	0	0	0	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020124	38090	2004	PLoS Biology	non RA	Emergence of a Peaceful Culture in Wild Baboons	0	0	0	7227	206	39	7472	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020125	38090	2004	PLoS Biology	non RA	Yeast Prions: Protein Aggregation Is Not Enough	0	0	0	4174	503	38	4715	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020126	38069	2004	PLoS Biology	RA	Accelerated Evolution of the ASPM Gene Controlling Brain Size Begins Prior to Human Brain Expansion	29	11	71	8904	1144	54	10102	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020127	38118	2004	PLoS Biology	non RA	Organizing the Vertebrate Embryo?A Balance of Induction and Competence	0	1	1	4477	422	50	4949	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020128	38118	2004	PLoS Biology	RA	Ras and Gpa2 Mediate One Branch of a Redundant Glucose Signaling Pathway in Yeast	10	17	44	4145	687	47	4879	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020129	38118	2004	PLoS Biology	RA	Early Myocardial Function Affects Endocardial Cushion Development in Zebrafish	14	9	42	5088	770	54	5912	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020130	38118	2004	PLoS Biology	RA	Pax7 Is Necessary and Sufficient for the Myogenic Specification of CD45+:Sca1+ Stem Cells from Injured Muscle	22	10	55	6137	811	59	7007	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020131	38069	2004	PLoS Biology	RA	A Protein Complex Containing the Conserved Swi2/Snf2-Related ATPase Swr1p Deposits Histone Variant H2A.Z into Euchromatin	58	70	212	9197	1234	51	10482	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020132	38118	2004	PLoS Biology	RA	A Neutral Model of Transcriptome Evolution	39	36	116	7250	1465	57	8772	0	0	0	0	0	2	3	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020133	38118	2004	PLoS Biology	non RA	Planting the Seeds of a New Paradigm	10	6	26	14285	1963	73	16321	0	0	0	0	0	4	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020134	38069	2004	PLoS Biology	non RA	Evolutionary History of a Gene Controlling Brain Size	0	0	1	2712	151	40	2903	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020135	38118	2004	PLoS Biology	non RA	A Gene That Directs the Regeneration of Injured Muscle from Adult Stem Cells	0	0	0	2434	113	38	2585	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020136	38069	2004	PLoS Biology	non RA	Depositing a Histone That Protects Active Chromosomal Regions from Silencing	0	0	0	2244	70	35	2349	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020137	38104	2004	PLoS Biology	RA	Noise Minimization in Eukaryotic Gene Expression	34	33	94	21729	1415	44	23188	2	0	0	0	0	0	2	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020138	38118	2004	PLoS Biology	non RA	A Role for Early Cardiac Function in Cardiac Morphogenesis	0	0	0	936	57	40	1033	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020139	38118	2004	PLoS Biology	RA	Many Ribosomal Protein Genes Are Cancer Genes in Zebrafish	37	30	110	10582	1427	70	12079	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020140	38118	2004	PLoS Biology	non RA	Learning to Change	1	0	2	2890	286	40	3216	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020141	38153	2004	PLoS Biology	RA	Ecology Drives the Worldwide Distribution of Human Diseases	39	5	26	10404	1397	57	11858	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020142	38153	2004	PLoS Biology	RA	Functional Divergence Caused by Ancient Positive Selection of a Drosophila Hybrid Incompatibility Locus	17	5	35	3341	496	37	3874	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020143	38118	2004	PLoS Biology	non RA	Single Locus Controls Majority of Armor Evolution in Two Populations of Sticklebacks	0	0	0	1721	144	34	1899	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020144	38118	2004	PLoS Biology	non RA	The Mre11 Protein Is Necessary for DNA Damage Response	0	0	0	1749	87	38	1874	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020145	38118	2004	PLoS Biology	non RA	Open Access: A PLoS for Education	0	1	3	5018	296	51	5365	0	0	0	0	0	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020146	38118	2004	PLoS Biology	non RA	The Human Sense of Smell: Are We Better Than We Think?	19	6	40	20611	1284	103	21998	2	0	0	0	0	1	1	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020147	38118	2004	PLoS Biology	non RA	Niche Markets	3	0	0	1946	100	39	2085	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020148	38118	2004	PLoS Biology	non RA	"Small Fish, Big Science"	1	3	18	7678	890	64	8632	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020149	38118	2004	PLoS Biology	non RA	Neural Induction without Mesoderm in Xenopus	0	0	0	1936	99	35	2070	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020150	38153	2004	PLoS Biology	non RA	fMRI Beyond the Clinic: Will It Ever Be Ready for Prime Time?	1	0	3	4573	494	42	5109	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020151	38118	2004	PLoS Biology	non RA	Dissecting the Complexities of Glucose Signaling in Yeast	0	0	0	2342	144	52	2538	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020152	38153	2004	PLoS Biology	RA	Plasticity of DNA Replication Initiation in Epstein-Barr Virus Episomes	4	13	19	2713	342	40	3095	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020153	38153	2004	PLoS Biology	RA	A Specific Interface between Integrin Transmembrane Helices and Affinity for Ligand	22	12	67	3740	506	42	4288	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020154	38118	2004	PLoS Biology	non RA	Random Processes Underlie Most Evolutionary Changes in Gene Expression	0	0	0	1679	102	33	1814	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020155	38153	2004	PLoS Biology	RA	Absence of the TAP2 Human Recombination Hotspot in Chimpanzees	24	11	64	2943	327	37	3307	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020156	38118	2004	PLoS Biology	non RA	Open Access and Scientific Societies	0	0	4	4472	194	54	4720	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020157	38153	2004	PLoS Biology	non RA	Virtual Labs: E-Learning for Tomorrow	0	0	1	7159	287	67	7513	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pbio.0020158	38181	2004	PLoS Biology	RA	"Subcellular Localization of Frizzled Receptors, Mediated by Their Cytoplasmic Tails, Regulates Signaling Pathway Specificity"	10	7	35	4158	642	42	4842	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pbio.0020159	38118	2004	PLoS Biology	non RA	Defects in Ribosomal Protein Genes Cause Cancer in Zebrafish	1	0	0	2924	164	40	3128	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
