DOI	Publication Date	Days Since Aug 2009	PMID	Publication Year	Journal	'Research Article' or 'non-Research Article'?	Article Title	Citations - CrossRef	Citations - PubMed Central	Citations - Scopus	Total HTML Page Views	Total PDF Downloads	Total XML Downloads	Combined Usage (HTML + PDF + XML)	Blog Coverage - Postgenomic	Blog Coverage - Nature Blogs	Blog Coverage - Bloglines	Number of Trackbacks	Social Bookmarking - CiteULike	Social Bookmarking - Connotea	Number of Ratings	Average Rating	Number of Note threads	Number of replies to Notes	Number of Comment threads	Number of replies to Comments	Number of 'Star Ratings' that also include a text comment
10.1371/journal.pmed.0030047	1/24/06	1285	16417408	2006	PLoS Medicine	RA	Gene Expression Programs in Response to Hypoxia: Cell Type Specificity and Prognostic Significance in Human Cancers	35	24	76	6891	3465	97	10453	0	0	0	0	3	2	0	0	0	0	2	0	0
10.1371/journal.pgen.0020011	1/13/06	1296	16415983	2006	PLoS Genetics	RA	Genome-Scale Identification of Membrane-Associated Human mRNAs	3	4	5	2594	1016	22	3632	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pmed.0030013	12/6/05	1334	16318415	2005	PLoS Medicine	RA	Gene Expression Profiling Predicts Survival in Conventional Renal Cell Carcinoma	11	8	21	2954	1196	39	4189	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pmed.0030002	12/6/05	1334	16318412	2005	PLoS Medicine	RA	Antibodies against Human Cytomegalovirus in the Pathogenesis of Systemic Sclerosis: A Gene Array Approach	7	3	14	1919	720	29	2668	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0010048	10/28/05	1373	16254600	2005	PLoS Genetics	RA	Cytoskeletal Rearrangements in Synovial Fibroblasts as a Novel Pathophysiological Determinant of Modeled Rheumatoid Arthritis	6	1	2	1782	491	29	2302	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pbio.0030384	11/1/05	1369	16248679	2005	PLoS Biology	RA	Variant Histone H2A.Z Is Globally Localized to the Promoters of Inactive Yeast Genes and Regulates Nucleosome Positioning	23	34	85	6250	1969	59	8278	0	0	0	0	2	2	0	0	0	0	0	0	0
10.1371/journal.pgen.0010037	9/23/05	1408	16184190	2005	PLoS Genetics	RA	Genetic Interactions Due to Constitutive and Inducible Gene Regulation Mediated by the Unfolded Protein Response in C. elegans	9	6	2	3474	1401	33	4908	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0010028	9/2/05	1429	16151515	2005	PLoS Genetics	RA	Differential Expression of Novel Potential Regulators in Hematopoietic Stem Cells	36	16	0	5643	2497	52	8192	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0010029	8/26/05	1436	16132083	2005	PLoS Genetics	RA	Transcriptome Analysis of Zebrafish Embryogenesis Using Microarrays	12	18	48	3903	1694	23	5620	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pmed.0020251	9/6/05	1425	16128620	2005	PLoS Medicine	RA	Up-Regulation and Profibrotic Role of Osteopontin in Human Idiopathic Pulmonary Fibrosis	10	20	43	3174	1084	50	4308	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0010011	8/5/05	1457	16110338	2005	PLoS Genetics	RA	A Hybrid Photoreceptor Expressing Both Rod and Cone Genes in a Mouse Model of Enhanced S-Cone Syndrome	8	14	5	2803	791	28	3622	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pmed.0020199	8/23/05	1439	16107186	2005	PLoS Medicine	RA	Dissection of the Inflammatory Bowel Disease Transcriptome Using Genome-Wide cDNA Microarrays	21	7	31	4922	1678	61	6661	0	0	0	0	2	2	0	0	0	0	0	0	0
10.1371/journal.pgen.0010008	7/25/05	1468	16103922	2005	PLoS Genetics	RA	A HIF1Î± Regulatory Loop Links Hypoxia and Mitochondrial Signals in Pheochromocytomas	15	7	0	2859	1082	13	3954	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0010002	7/25/05	1468	16103915	2005	PLoS Genetics	RA	Using Microarrays to Facilitate Positional Cloning: Identification of Tomosyn as an Inhibitor of Neurosecretion	4	7	0	3015	1076	22	4113	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pbio.0020427	11/30/04	1705	15562319	2004	PLoS Biology	RA	A Transcriptional Profile of Aging in the Human Kidney	14	15	40					0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pbio.0020207	7/13/04	1845	15252450	2004	PLoS Biology	RA	Lineage-Specific Gene Duplication and Loss in Human and Great Ape Evolution	37	26	77					0	0	0	0	1	2	0	0	0	0	0	0	0
10.1371/journal.pbio.0020132	5/11/04	1908	15138501	2004	PLoS Biology	RA	A Neutral Model of Transcriptome Evolution	36	33	104					0	0	0	0	1	3	0	0	0	0	0	0	0
10.1371/journal.pbio.0020131	3/23/04	1957	15045029	2004	PLoS Biology	RA	A Protein Complex Containing the Conserved Swi2/Snf2-Related ATPase Swr1p Deposits Histone Variant H2A.Z into Euchromatin	54	59	197					0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0040025	2/1/08	547	18248099	2008	PLoS Genetics	RA	The Evolution of Spinnable Cotton Fiber Entailed Prolonged Development and a Novel Metabolism	1	3	3	1247	318	15	1580	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0040026	2/8/08	540	18266473	2008	PLoS Genetics	RA	Genome-Wide Expression of Azoospermia Testes Demonstrates a Specific Profile and Implicates ART3 in Genetic Susceptibility	2	1	4	980	265	25	1270	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0001571	2/13/08	535	18270565	2008	PLoS ONE	RA	Sirt1 Deficiency Attenuates Spermatogenesis and Germ Cell Function	1	0	4	1294	357	149	1800	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0001601	2/13/08	535	18270588	2008	PLoS ONE	RA	Mitogen-Activated Protein Kinases Regulate Susceptibility to Ventilator-Induced Lung Injury	0	2	4	648	151	685	1484	0	0	0	0	0	0	0	0	0	0	2	0	0
10.1371/journal.pone.0001602	2/13/08	535	18270589	2008	PLoS ONE	RA	A Novel OxyR Sensor and Regulator of Hydrogen Peroxide Stress with One Cysteine Residue in Deinococcus radiodurans	0	0	3	1122	378	179	1679	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0040035	2/15/08	533	18282111	2008	PLoS Genetics	RA	Expression Profiles Reveal Parallel Evolution of Epistatic Interactions Involving the CRP Regulon in Escherichia coli	2	1	1	1672	431	31	2134	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pone.0001646	2/20/08	528	18286201	2008	PLoS ONE	RA	Use of cDNA Tiling Arrays for Identifying Protein Interactions Selected by In Vitro Display Technologies	0	0	0	722	130	288	1140	0	0	0	0	0	0	0	0	0	0	1	0	0
10.1371/journal.pone.0001722	3/5/08	514	18320023	2008	PLoS ONE	RA	"Integration of Gene Dosage and Gene Expression in Non-Small Cell Lung Cancer, Identification of HSP90 as Potential Target"	1	0	0	951	261	401	1613	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0001729	3/5/08	514	18320048	2008	PLoS ONE	RA	Nanofibrous Scaffolds Incorporating PDGF-BB Microspheres Induce Chemokine Expression and Tissue Neogenesis In Vivo	1	0	4	1039	239	278	1556	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0001791	3/12/08	507	18335061	2008	PLoS ONE	RA	Transcriptomic Analyses Reveal Novel Genes with Sexually Dimorphic Expression in the Zebrafish Gonad and Brain	1	3	4	751	223	10	984	0	0	0	0	0	0	0	0	0	0	3	0	0
10.1371/journal.pone.0001816	3/19/08	500	18350153	2008	PLoS ONE	RA	Multiple Oncogenic Pathway Signatures Show Coordinate Expression Patterns in Human Prostate Tumors	1	2	4	948	365	30	1343	0	0	0	0	3	0	0	0	0	0	1	0	0
10.1371/journal.pone.0001854	3/26/08	493	18365009	2008	PLoS ONE	RA	Using Ribosomal Protein Genes as Reference: A Tale of Caution	2	0	2	755	209	276	1240	0	0	0	0	3	0	0	0	0	0	1	0	0
10.1371/journal.pone.0001855	3/26/08	493	18365010	2008	PLoS ONE	RA	Plasmodium falciparum Transcriptome Analysis Reveals Pregnancy Malaria Associated Gene Expression	0	0	1	1149	287	70	1506	0	0	0	0	0	0	0	0	0	0	1	0	0
10.1371/journal.pone.0001859	3/26/08	493	18365014	2008	PLoS ONE	RA	Genomics of Signaling Crosstalk of Estrogen Receptor ? in Breast Cancer Cells	1	0	3	911	261	65	1237	0	0	0	0	0	1	0	0	0	0	1	0	0
10.1371/journal.pone.0001889	3/26/08	493	18365025	2008	PLoS ONE	RA	Genome-Wide Detection of Serpentine Receptor-Like Proteins in Malaria Parasites	0	0	1	674	128	67	869	1	0	0	1	0	0	0	0	0	0	2	0	0
10.1371/journal.pcbi.1000021	3/21/08	498	18369420	2008	PLoS Computational Biology	RA	Uncovering a Macrophage Transcriptional Program by Integrating Evidence from Motif Scanning and Expression Dynamics	6	3	4	2478	725	68	3271	0	0	0	0	2	1	0	0	0	0	0	0	0
10.1371/journal.pgen.1000032	3/21/08	498	18369451	2008	PLoS Genetics	RA	"Global Analysis of Genetic, Epigenetic and Transcriptional Polymorphisms in Arabidopsis thaliana Using Whole Genome Tiling Arrays"	4	6	5	2133	758	55	2946	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.1000034	3/14/08	505	18369453	2008	PLoS Genetics	RA	Genetic Networks of Liver Metabolism Revealed by Integration of Metabolic and Transcriptional Profiling	8	7	8	2893	979	53	3925	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.1000036	3/14/08	505	18369455	2008	PLoS Genetics	RA	Transcriptional Profiling Uncovers a Network of Cholesterol-Responsive Atherosclerosis Target Genes	1	0	2	2903	815	77	3795	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0001919	4/2/08	486	18382688	2008	PLoS ONE	RA	Maternal Cocaine Administration in Mice Alters DNA Methylation and Gene Expression in Hippocampal Neurons of Neonatal and Prepubertal Offspring	1	1	3	1135	255	224	1614	1	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0001927	4/2/08	486	18382694	2008	PLoS ONE	RA	Pharmacogenomics of Interferon-? Therapy in Multiple Sclerosis: Baseline IFN Signature Determines Pharmacological Differences between Patients	3	0	4	875	243	226	1344	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.1000058	4/25/08	463	18437201	2008	PLoS Genetics	RA	Identification of CIITA Regulated Genetic Module Dedicated for Antigen Presentation	1	1	1	872	223	56	1151	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002078	4/30/08	458	18446208	2008	PLoS ONE	RA	Gene Expression Profiling of Human Decidual Macrophages: Evidence for Immunosuppressive Phenotype	2	2	4	1066	313	459	1838	0	0	0	0	0	0	0	0	0	0	1	0	0
10.1371/journal.pone.0002037	4/30/08	458	18446223	2008	PLoS ONE	RA	Downregulation of Histone H3 Lysine 9 Methyltransferase G9a Induces Centrosome Disruption and Chromosome Instability in Cancer Cells	1	1	7	1448	493	102	2043	0	0	0	0	0	0	0	0	0	0	2	0	0
10.1371/journal.pgen.1000007	2/29/08	519	18454193	2008	PLoS Genetics	RA	Genome-Wide Assessments Reveal Extremely High Levels of Polymorphism of Two Active Families of Mouse Endogenous Retroviral Elements	0	2	1	1199	279	43	1521	0	0	0	0	0	0	0	0	0	0	1	0	0
10.1371/journal.pgen.1000001	2/29/08	519	18454200	2008	PLoS Genetics	RA	Alternative Splicing Regulation During C. elegans Development: Splicing Factors as Regulated Targets	2	4	3	2220	589	42	2851	0	0	0	0	0	2	0	0	0	0	0	0	0
10.1371/journal.pone.0002080	5/7/08	451	18461172	2008	PLoS ONE	RA	"SalK/SalR, a Two-Component Signal Transduction System, Is Essential for Full Virulence of Highly Invasive Streptococcus suis Serotype 2"	5	2	3	891	219	89	1199	0	0	0	0	0	0	0	0	0	0	1	0	0
10.1371/journal.pone.0002097	5/7/08	451	18461186	2008	PLoS ONE	RA	Uncovering Genes with Divergent mRNA-Protein Dynamics in Streptomyces coelicolor	1	1	0	779	194	93	1066	0	0	0	0	0	1	0	0	0	0	0	0	0
10.1371/journal.pbio.0060107	5/6/08	452	18462017	2008	PLoS Biology	RA	Mapping the Genetic Architecture of Gene Expression in Human Liver	19	14	33	8224	3361	69	11654	0	0	0	0	15	0	0	0	0	0	0	0	0
10.1371/journal.pone.0001958	4/9/08	479	18463734	2008	PLoS ONE	RA	HDAC Inhibitors Correct Frataxin Deficiency in a Friedreich Ataxia Mouse Model	12	3	8	2021	450	72	2543	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.1000068	5/16/08	442	18483551	2008	PLoS Pathogens	RA	Parasite Burden and CD36-Mediated Sequestration Are Determinants of Acute Lung Injury in an Experimental Malaria Model	1	0	2	958	237	5	1200	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.1000073	5/16/08	442	18483557	2008	PLoS Genetics	RA	HOXA13 Is Essential for Placental Vascular Patterning and Labyrinth Endothelial Specification	1	1	1	1116	287	59	1462	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.ppat.1000069	5/16/08	442	18483558	2008	PLoS Pathogens	RA	Conserved Mosquito/Parasite Interactions Affect Development of Plasmodium falciparum in Africa	1	2	4	1842	493	11	2346	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pntd.0000240	5/21/08	437	18493602	2008	PLoS Neglected Tropical Diseases	RA	Altered Patterns of Gene Expression Underlying the Enhanced Immunogenicity of Radiation-Attenuated Schistosomes	2	2	3	1270	165	11	1446	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pmed.0050094	5/20/08	438	18494554	2008	PLoS Medicine	RA	A Novel Tumor-Promoting Function Residing in the 5? Non-coding Region of vascular endothelial growth factor mRNA	0	1	1	2010	741	20	2771	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.1000080	5/23/08	435	18497862	2008	PLoS Genetics	RA	BRCA1 and BRCA2 Missense Variants of High and Low Clinical Significance Influence Lymphoblastoid Cell Line Post-Irradiation Gene Expression	0	0	0	1163	239	40	1442	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002090	5/7/08	451	18509505	2008	PLoS ONE	RA	Identification of CD133-Positive Radioresistant Cells in Atypical Teratoid/ Rhabdoid Tumor	4	2	7	1051	306	218	1575	0	0	0	0	0	0	1	4	0	0	0	0	1
10.1371/journal.pone.0002339	6/4/08	423	18523633	2008	PLoS ONE	RA	The Aged Retinal Pigment Epithelium/Choroid: A Potential Substratum for the Pathogenesis of Age-Related Macular Degeneration	0	6	4	817	267	376	1460	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002360	6/4/08	423	18523662	2008	PLoS ONE	RA	The Genomic Analysis of Erythrocyte microRNA Expression in Sickle Cell Diseases	1	3	2	2191	500	342	3033	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.1000083	6/6/08	421	18535657	2008	PLoS Pathogens	RA	Key Role of Mfd in the Development of Fluoroquinolone Resistance in Campylobacter jejuni	1	0	2	1353	303	16	1672	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.1000090	6/6/08	421	18535662	2008	PLoS Genetics	RA	Combined Analysis of Murine and Human Microarrays and ChIP Analysis Reveals Genes Associated with the Ability of MYC To Maintain Tumorigenesis	2	1	1	2062	574	62	2698	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002346	6/11/08	416	18545656	2008	PLoS ONE	RA	Homeostatic Imbalance between Apoptosis and Cell Renewal in the Liver of Premature Aging XpdTTD Mice	0	0	0	1038	144	64	1246	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002436	6/18/08	409	18560586	2008	PLoS ONE	RA	MicroRNA Expression and Identification of Putative miRNA Targets in Ovarian Cancer	1	5	3	2092	842	120	3054	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002466	6/18/08	409	18560589	2008	PLoS ONE	RA	Pioglitazone Enhances Mitochondrial Biogenesis and Ribosomal Protein Biosynthesis in Skeletal Muscle in Polycystic Ovary Syndrome	1	0	2	777	198	272	1247	0	0	0	0	0	1	0	0	0	0	0	0	0
10.1371/journal.ppat.1000093	6/20/08	407	18566662	2008	PLoS Pathogens	RA	Quorum Sensing Coordinates Brute Force and Stealth Modes of Infection in the Plant Pathogen Pectobacterium atrosepticum	3	2	6	1255	370	18	1643	0	0	0	1	0	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002475	6/25/08	402	18575577	2008	PLoS ONE	RA	The WSB1 Gene Is Involved in Pancreatic Cancer Progression	0	0	0	632	148	213	993	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002484	6/25/08	402	18575593	2008	PLoS ONE	RA	Genome-Wide Compensatory Changes Accompany Drug- Selected Mutations in the Plasmodium falciparum crt Gene	2	4	5	747	241	242	1230	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pntd.0000252	6/25/08	402	18575603	2008	PLoS Neglected Tropical Diseases	RA	Macrophage and T-Cell Gene Expression in a Model of Early Infection with the Protozoan Leishmania chagasi	0	0	0	1398	282	13	1693	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.1000116	6/27/08	400	18584034	2008	PLoS Genetics	RA	Global Mapping of DNA Methylation in Mouse Promoters Reveals Epigenetic Reprogramming of Pluripotency Genes	11	4	8	4803	1851	52	6706	0	0	0	0	6	1	1	3.7	0	0	0	0	0
10.1371/journal.pone.0002587	7/2/08	395	18596975	2008	PLoS ONE	RA	Chloroquine Mediated Modulation of Anopheles gambiae Gene Expression	0	0	0	528	133	183	844	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002583	7/9/08	388	18612427	2008	PLoS ONE	RA	Nonsense-Mediated mRNA Decay Impacts MSI-Driven Carcinogenesis and Anti-Tumor Immunity in Colorectal Cancers	1	0	0	574	153	210	937	0	0	0	0	0	0	1	4.3	0	0	0	0	0
10.1371/journal.pone.0002721	7/16/08	381	18628956	2008	PLoS ONE	RA	TAF6? Controls Apoptosis and Gene Expression in the Absence of p53	0	1	1	341	81	3	425	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.1000127	7/18/08	379	18636101	2008	PLoS Genetics	RA	Genome-Wide Expression Patterns and the Genetic Architecture of a Fundamental Social Trait	3	1	2	2528	494	18	3040	1	0	0	1	2	1	1	5	0	0	0	0	0
10.1371/journal.pgen.1000129	7/18/08	379	18636107	2008	PLoS Genetics	RA	A Precisely Regulated Gene Expression Cassette Potently Modulates Metastasis and Survival in Multiple Solid Cancers	1	1	1	1435	424	20	1879	0	0	0	0	1	0	0	0	0	0	1	0	0
10.1371/journal.ppat.1000105	7/18/08	379	18636113	2008	PLoS Pathogens	RA	Anti-Fungal Innate Immunity in C. elegans Is Enhanced by Evolutionary Diversification of Antimicrobial Peptides	3	2	3	1914	399	12	2325	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002696	7/16/08	381	18648520	2008	PLoS ONE	RA	Molecular Subsets in the Gene Expression Signatures of Scleroderma Skin	2	2	2	1175	297	14	1486	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002609	7/9/08	388	18648539	2008	PLoS ONE	RA	Transcriptome Alteration in the Diabetic Heart by Rosiglitazone: Implications for Cardiovascular Mortality	0	0	0	686	153	202	1041	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002655	7/9/08	388	18648542	2008	PLoS ONE	RA	Genes Differentially Expressed in Conidia and Hyphae of Aspergillus fumigatus upon Exposure to Human Neutrophils	0	1	3	661	217	156	1034	0	0	0	0	0	0	0	0	1	0	0	0	0
10.1371/journal.pone.0002634	7/9/08	388	18648544	2008	PLoS ONE	RA	IGF1 Is a Common Target Gene of Ewing's Sarcoma Fusion Proteins in Mesenchymal Progenitor Cells	1	1	1	799	169	135	1103	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002548	7/2/08	395	18648548	2008	PLoS ONE	RA	Novel MicroRNA Candidates and miRNA-mRNA Pairs in Embryonic Stem (ES) Cells	0	0	2	2060	1108	67	3235	0	0	0	0	2	1	0	0	0	0	0	0	0
10.1371/journal.pgen.1000133	7/25/08	372	18654640	2008	PLoS Genetics	RA	Genome-Wide Occupancy of SREBP1 and Its Partners NFY and SP1 Reveals Novel Functional Roles and Combinatorial Regulation of Distinct Classes of Genes	1	0	3	1762	523	18	2303	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002793	7/30/08	367	18665214	2008	PLoS ONE	RA	The PlcR Virulence Regulon of Bacillus cereus	1	2	2	639	178	6	823	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002889	8/6/08	360	18682831	2008	PLoS ONE	RA	Heat Stress Enhances the Accumulation of Polyadenylated Mitochondrial Transcripts in Arabidopsis thaliana	0	0	0	460	85	8	553	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.ppat.1000118	8/8/08	358	18688278	2008	PLoS Pathogens	RA	An Erythrocyte Vesicle Protein Exported by the Malaria Parasite Promotes Tubovesicular Lipid Import from the Host Cell Surface	1	0	1	1242	279	6	1527	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.1000121	8/8/08	358	18688281	2008	PLoS Pathogens	RA	Temperature Shift and Host Cell Contact Up-Regulate Sporozoite Expression of Plasmodium falciparum Genes Involved in Hepatocyte Infection	1	1	2	1063	266	9	1338	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002924	8/13/08	353	18698339	2008	PLoS ONE	RA	Microarray Analysis of Human Monocytes Infected with Francisella tularensis Identifies New Targets of Host Response Subversion	2	1	4	936	243	11	1190	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002962	8/13/08	353	18698428	2008	PLoS ONE	RA	"Pathophysiological, Genetic and Gene Expression Features of a Novel Rodent Model of the Cardio-Metabolic Syndrome"	0	1	1	391	83	4	478	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.1000161	8/15/08	351	18704162	2008	PLoS Genetics	RA	Delayed and Accelerated Aging Share Common Longevity Assurance Mechanisms	4	1	4	1791	620	22	2433	1	0	0	1	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002984	8/20/08	346	18714349	2008	PLoS ONE	RA	DnaC Inactivation in Escherichia coli K-12 Induces the SOS Response and Expression of Nucleotide Biosynthesis Genes	0	0	0	405	91	6	502	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0003012	8/20/08	346	18714383	2008	PLoS ONE	RA	A Resource for Transcriptomic Analysis in the Mouse Brain	0	0	0	654	150	6	810	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002847	8/6/08	360	18716680	2008	PLoS ONE	RA	Gene Expression and Functional Studies of the Optic Nerve Head Astrocyte Transcriptome from Normal African Americans and Caucasian Americans Donors	0	0	0	593	90	6	689	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.1000163	8/22/08	344	18725932	2008	PLoS Genetics	RA	"Deep Sequencing Analysis of Small Noncoding RNA and mRNA Targets of the Global Post-Transcriptional Regulator, Hfq"	7	5	13	4383	1087	22	5492	0	0	0	0	3	1	0	0	0	0	0	0	0
10.1371/journal.pgen.1000164	8/22/08	344	18725934	2008	PLoS Genetics	RA	Identification and Functional Analysis of Light-Responsive Unique Genes and Gene Family Members in Rice	1	1	0	1149	289	9	1447	1	0	0	1	1	0	1	4.7	0	0	1	0	0
10.1371/journal.pone.0003088	8/28/08	338	18769486	2008	PLoS ONE	RA	"Integrated Genomics Identifies Five Medulloblastoma Subtypes with Distinct Genetic Profiles, Pathway Signatures and Clinicopathological Features"	2	2	5	1201	388	12	1601	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002179	5/14/08	444	18769640	2008	PLoS ONE	RA	How to Build Transcriptional Network Models of Mammalian Pattern Formation	0	0	0	935	216	73	1224	0	0	0	0	0	1	0	0	0	0	2	0	0
10.1371/journal.pone.0003105	8/29/08	337	18769678	2008	PLoS ONE	RA	Systems Biology of the Clock in Neurospora crassa	2	0	1	1439	216	11	1666	1	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.1000145	9/5/08	330	18773116	2008	PLoS Pathogens	RA	PerR Confers Phagocytic Killing Resistance and Allows Pharyngeal Colonization by Group A Streptococcus	1	0	0	1019	210	5	1234	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.ppat.1000154	9/12/08	323	18787699	2008	PLoS Pathogens	RA	Sub-Telomere Directed Gene Expression during Initiation of Invasive Aspergillosis	0	0	1	1009	247	10	1266	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pone.0003198	9/12/08	323	18787708	2008	PLoS ONE	RA	Contribution of Panton-Valentine Leukocidin in Community-Associated Methicillin-Resistant Staphylococcus aureus Pathogenesis	7	0	9	1128	393	10	1531	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0003225	9/16/08	319	18795099	2008	PLoS ONE	RA	Discovery of Porcine microRNAs and Profiling from Skeletal Muscle Tissues during Development	0	2	2	1119	247	8	1374	0	0	0	0	2	0	0	0	0	0	0	0	0
